customer_id,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churned
CUST000039,0,1,0,14,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,147.37390207913103,2083.0676109450324,0
CUST000040,0,0,0,9,1,0,DSL,0,0,1,1,0,1,Two year,0,Credit card,92.8291497615659,862.2493174683548,0
CUST000041,1,1,0,53,1,1,DSL,1,0,0,0,1,1,One year,1,Electronic check,123.43422625795324,6532.003006727208,0
CUST000042,1,0,1,2,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Credit card,93.86896700899688,164.5293294671844,1
CUST000043,0,1,1,60,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,57.059386395441024,3379.544700046444,0
CUST000044,0,0,0,71,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Mailed check,130.404940236266,9227.068636331373,0
CUST000045,1,1,1,44,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer,124.93664821821015,5514.693410286059,1
CUST000046,0,0,0,8,1,1,DSL,0,1,1,1,0,0,Month-to-month,0,Electronic check,107.69259063121375,823.9120768839038,0
CUST000047,0,0,0,47,1,1,Fiber optic,1,1,0,1,1,0,Two year,1,Bank transfer,164.66931752483893,7751.773332915977,0
CUST000048,0,0,1,35,1,0,DSL,1,0,1,1,0,0,Month-to-month,1,Bank transfer,99.38514247577397,3509.8112252981623,1
CUST000049,0,1,0,36,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,59.182755568972894,2108.513878153583,0
CUST000050,0,1,0,50,1,1,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer,61.63092042565367,3123.002128977566,1
CUST000051,0,0,0,4,1,0,Fiber optic,1,1,1,1,0,1,Two year,1,Electronic check,156.24314352837538,618.8836258639537,0
CUST000052,0,0,0,2,1,0,DSL,0,0,0,1,0,0,One year,0,Mailed check,78.66515348689896,202.62016906828202,0
CUST000053,0,0,1,6,1,0,DSL,1,1,1,1,0,1,One year,1,Electronic check,133.5472362538994,760.5491162799715,0
CUST000054,0,0,1,54,1,0,DSL,0,0,1,1,0,0,Month-to-month,1,Electronic check,94.36899556003938,5072.3146707139895,0
CUST000055,0,0,1,4,1,0,DSL,0,0,0,0,1,0,Two year,0,Credit card,77.90537661397936,328.5500228269454,0
CUST000056,0,0,0,54,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer,44.93228928562937,2435.0158814413708,0
CUST000057,0,1,1,63,0,0,DSL,0,1,0,0,0,1,One year,0,Bank transfer,69.68716442961829,4419.585611013662,0
CUST000058,0,0,0,18,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer,128.54522357864036,2264.7207484845167,0
CUST000059,0,1,0,44,1,0,Fiber optic,1,1,0,0,0,1,One year,0,Electronic check,154.91337154163244,6833.791537204769,0
CUST000060,0,0,1,34,1,0,Fiber optic,1,0,1,1,0,0,Month-to-month,1,Bank transfer,134.0011280552446,4572.689280855476,0
CUST000061,0,0,0,62,1,1,DSL,0,1,1,0,1,1,One year,0,Bank transfer,119.27136494118795,7379.3389769584,0
CUST000062,0,1,1,14,1,0,No,0,0,0,0,0,0,Two year,1,Electronic check,39.515992074330484,523.0994504089684,0
CUST000063,0,0,1,48,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card,134.5833094070446,6496.758927056737,0
CUST000064,0,0,0,15,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Bank transfer,139.60724781967096,2099.429759827939,1
CUST000065,0,0,0,72,1,0,DSL,0,1,1,0,1,1,Month-to-month,0,Electronic check,109.75449928817032,7900.8336606420335,0
CUST000066,0,1,0,62,1,1,No,0,0,0,0,0,0,One year,1,Mailed check,52.52984410924711,3253.5478501775397,0
CUST000067,0,0,0,40,1,0,DSL,1,0,1,1,1,0,Month-to-month,0,Mailed check,98.30363223888916,3921.734329399187,0
CUST000068,0,0,1,53,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Electronic check,147.82948342259044,7819.390724346078,0
CUST000069,0,1,0,24,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Bank transfer,136.0983594058992,3255.653273890081,0
CUST000070,0,0,0,26,1,0,DSL,1,1,1,1,0,1,One year,0,Credit card,124.47138088853902,3260.188991556892,0
CUST000071,0,0,0,60,1,0,DSL,0,0,0,1,0,1,Month-to-month,1,Bank transfer,104.27135269431815,6263.942362700601,1
CUST000072,0,0,0,41,1,1,No,0,0,0,0,0,0,One year,1,Credit card,61.10128573685597,2509.3932798018473,0
CUST000073,0,1,0,29,1,1,DSL,0,1,1,1,1,1,Month-to-month,1,Credit card,125.06063478490147,3605.674785670181,0
CUST000074,0,1,0,15,1,0,Fiber optic,1,0,0,1,1,0,One year,1,Credit card,141.62563273286295,2089.2367472606425,0
CUST000075,0,1,1,45,1,0,Fiber optic,1,0,0,1,1,0,Two year,0,Electronic check,121.32160333764443,5413.784142716754,0
CUST000076,0,1,1,65,1,1,DSL,0,1,1,1,0,0,Month-to-month,0,Mailed check,110.63119585563085,7155.672075939729,1
CUST000077,1,1,0,71,1,0,DSL,1,0,0,1,1,0,Month-to-month,0,Electronic check,105.46699761208096,7462.620548648734,0
CUST000078,0,0,0,9,1,1,DSL,0,0,0,0,0,0,Two year,1,Mailed check,80.77412646157882,687.0782161888197,0
CUST000079,1,1,0,1,0,0,Fiber optic,1,1,0,1,0,0,Month-to-month,1,Credit card,119.82867063295254,92.33869423591284,0
CUST000080,0,1,0,8,1,0,Fiber optic,1,1,1,1,0,1,Month-to-month,1,Electronic check,139.42702613357739,1123.7849339544568,0
CUST000081,0,1,0,63,0,0,No,0,0,0,0,0,0,Two year,1,Bank transfer,24.551524870420597,1517.253932088432,0
CUST000082,1,1,0,11,1,0,Fiber optic,0,0,0,0,0,1,Two year,1,Bank transfer,124.92287185838143,1414.7187845519577,0
CUST000083,0,0,0,8,1,1,No,0,0,0,0,0,0,One year,1,Electronic check,57.455356885321564,508.55264917476035,0
CUST000084,0,1,1,35,1,0,DSL,1,0,0,0,1,1,Month-to-month,1,Electronic check,106.58073311180804,3778.3958354376223,0
CUST000085,0,0,1,35,0,0,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Mailed check,128.9411707819599,4486.096493986973,0
CUST000086,0,0,0,33,1,1,DSL,0,1,0,0,0,1,Month-to-month,0,Electronic check,98.95527157335145,3269.1294358344717,0
CUST000087,0,0,0,5,1,1,DSL,1,0,0,0,1,1,One year,0,Bank transfer,112.15104811669055,559.2816540431663,0
CUST000088,0,0,1,41,1,0,Fiber optic,0,0,0,1,1,1,One year,1,Mailed check,150.92712257451117,6175.2104078621505,0
CUST000089,1,0,0,28,0,0,Fiber optic,1,0,1,1,0,0,Two year,0,Mailed check,110.91491984293266,3094.1279049862856,0
CUST000090,0,1,0,7,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,122.33760142385486,857.1923004894415,0
CUST000091,0,0,0,72,1,1,Fiber optic,0,0,0,0,0,0,One year,0,Mailed check,118.95678753755193,8529.999725972451,0
CUST000092,1,1,0,12,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,0,Electronic check,146.2137063033273,1750.7700066504347,1
CUST000093,0,0,0,34,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card,42.4138954552438,1477.835400783029,0
CUST000094,0,1,0,33,1,1,DSL,1,1,1,1,0,1,One year,1,Electronic check,131.77302402177048,4363.983795374085,0
CUST000095,0,0,1,48,1,0,DSL,1,1,0,1,0,1,Month-to-month,1,Credit card,103.36449369496002,4980.230064994278,1
CUST000096,0,1,1,23,1,0,Fiber optic,1,1,1,1,0,1,One year,0,Bank transfer,165.497019880999,3769.314970103311,0
CUST000097,1,0,1,62,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer,131.73797807525662,8141.285403646241,0
CUST000098,0,0,0,37,1,1,Fiber optic,1,0,0,0,0,0,Two year,0,Electronic check,127.71620485136562,4683.497638189199,0
CUST000099,0,1,0,44,1,1,Fiber optic,0,1,0,1,1,0,One year,1,Electronic check,132.20014014242204,5809.609572356566,0
CUST000100,0,0,0,35,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,44.83239361514174,1575.0559417554211,0
CUST000101,0,1,0,65,0,0,Fiber optic,1,0,1,0,0,1,Month-to-month,1,Electronic check,105.14668181692012,6851.878305201732,1
CUST000102,0,0,0,47,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,0,Credit card,150.1962758045006,7037.315252459305,0
CUST000103,0,0,0,3,1,1,Fiber optic,1,1,1,1,0,1,Month-to-month,1,Mailed check,146.58585442856796,394.3090463670557,0
CUST000104,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,1,Credit card,45.68207991765297,74.53409864325131,0
CUST000105,0,0,0,5,1,0,DSL,1,0,0,1,0,1,One year,1,Bank transfer,113.67126402020219,571.8711415530045,1
CUST000106,0,0,0,14,1,0,Fiber optic,1,0,0,0,0,0,One year,1,Electronic check,102.90198669156358,1396.0687486889976,1
CUST000107,0,1,1,27,1,0,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Bank transfer,148.3836453910207,3961.067194540925,0
CUST000108,0,1,1,9,1,0,DSL,0,0,0,1,1,1,Month-to-month,1,Electronic check,104.05379232086575,920.296479442253,0
CUST000109,0,1,0,15,1,1,Fiber optic,1,1,1,1,0,0,Month-to-month,1,Electronic check,152.09472353782755,2247.9419149657665,1
CUST000110,0,1,0,42,1,0,DSL,0,0,0,0,0,1,One year,0,Electronic check,93.71433081271111,3965.594561195993,0
CUST000111,0,0,0,51,1,1,DSL,1,0,1,0,1,1,One year,1,Credit card,119.49816478422763,6088.869770419232,0
CUST000112,0,0,0,63,1,1,No,0,0,0,0,0,0,One year,0,Mailed check,60.435486110425316,3824.5222462390557,0
CUST000113,0,1,0,52,0,0,DSL,0,1,0,1,0,1,Month-to-month,1,Bank transfer,81.14024748913192,4246.0044953584,0
CUST000114,0,0,0,4,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,119.01222746193798,484.95647718541375,0
CUST000115,0,1,0,23,1,1,DSL,0,0,0,0,1,1,One year,1,Mailed check,97.30096513467966,2282.03274894447,0
CUST000116,0,0,1,15,1,1,Fiber optic,0,0,0,1,1,1,One year,1,Mailed check,159.62457543902804,2345.8871480411613,0
CUST000117,0,0,0,43,1,0,DSL,0,1,0,1,1,1,Month-to-month,1,Electronic check,114.89090774585426,4921.715176336695,0
CUST000118,0,0,1,29,1,0,Fiber optic,0,0,0,0,0,1,One year,0,Electronic check,114.0648421594752,3273.1381432700805,0
CUST000119,1,0,0,36,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,51.01121256355498,1803.7929752401897,0
CUST000120,0,1,0,13,1,0,Fiber optic,0,1,0,1,1,0,One year,1,Bank transfer,126.57820775561899,1683.3983634909478,0
CUST000121,0,0,0,32,1,0,Fiber optic,0,0,0,1,1,0,Two year,1,Electronic check,141.39305630702484,4563.863154698476,0
CUST000122,0,0,0,71,1,0,Fiber optic,1,1,0,0,0,0,One year,1,Credit card,137.47598783604565,9765.733486482222,0
CUST000123,0,0,1,59,1,0,DSL,1,0,0,1,0,1,Month-to-month,1,Electronic check,103.11704869229668,6080.0427631551875,0
CUST000124,1,0,0,28,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Mailed check,131.22995864825367,3669.7872473755265,0
CUST000125,1,1,0,66,1,0,DSL,1,1,1,0,1,1,One year,1,Electronic check,124.28649821198889,8219.785421247901,0
CUST000126,0,1,0,42,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Electronic check,152.45968513428247,6417.641038411517,0
CUST000127,0,1,0,45,1,1,No,0,0,0,0,0,0,One year,1,Credit card,62.33297436814118,2828.4309429441273,0
CUST000128,0,1,1,62,1,0,Fiber optic,1,0,1,0,1,0,One year,0,Credit card,152.44497459377362,9488.523251535033,0
CUST000129,0,1,0,57,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer,146.6359987883249,8309.871724295826,0
CUST000130,0,1,0,6,1,0,DSL,1,1,1,0,1,1,Two year,1,Credit card,129.16653931273436,753.5769998921038,0
CUST000131,1,1,1,28,1,0,No,0,0,0,0,0,0,One year,1,Credit card,53.39514037994627,1492.926627336912,0
CUST000132,0,0,1,28,1,0,Fiber optic,0,1,1,1,1,0,Month-to-month,0,Bank transfer,157.69176061595124,4403.7188340958255,0
CUST000133,1,0,0,44,0,0,No,0,0,0,0,0,0,One year,1,Credit card,22.397705222468495,1034.6037179032808,0
CUST000134,0,0,1,30,1,1,DSL,1,0,0,1,1,1,Month-to-month,0,Mailed check,122.25544401661764,3661.3174964548857,0
CUST000135,0,1,1,62,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer,48.65272706521736,3062.382196147291,1
CUST000136,0,0,0,62,1,1,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Bank transfer,156.15957412892578,9640.981546393507,0
CUST000137,0,0,1,1,1,0,DSL,1,1,0,0,1,0,One year,1,Electronic check,98.1593648260779,86.26937248790325,0
CUST000138,0,1,0,27,1,0,No,0,0,0,0,0,0,Two year,1,Credit card,53.85359952041229,1449.9852234083203,0
CUST000139,0,0,1,62,1,0,DSL,0,1,1,0,0,1,One year,1,Electronic check,89.8231252559919,5549.420892464815,0
CUST000140,0,1,1,3,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,1,Credit card,162.36493580275848,521.8963111438486,0
CUST000141,0,0,1,70,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,41.24007271128943,2865.7762852712817,0
CUST000142,0,1,0,72,1,1,DSL,0,1,1,0,0,0,Month-to-month,1,Electronic check,92.07083849662928,6632.802280069866,1
CUST000143,0,1,0,27,1,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,88.98097895356779,2404.869462084763,0
CUST000144,0,0,1,9,1,1,Fiber optic,0,0,1,1,0,1,One year,0,Credit card,150.03065672450407,1314.8495428549966,0
CUST000145,0,0,0,62,1,1,Fiber optic,0,0,0,1,1,0,Two year,0,Electronic check,144.1474204597929,8915.906611267543,0
CUST000146,0,0,1,37,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer,37.81630107906236,1407.5078261924805,0
CUST000147,0,1,0,51,1,1,Fiber optic,0,1,0,0,0,0,One year,1,Bank transfer,131.36753857610293,6706.876108432659,0
CUST000148,1,0,1,44,1,1,Fiber optic,1,0,1,1,0,0,Two year,1,Electronic check,132.0136036447762,5761.549965913009,0
CUST000149,0,1,1,24,1,1,No,0,0,0,0,0,0,Month-to-month,0,Credit card,55.88744285505804,1330.5194823746654,1
CUST000150,1,1,1,59,1,1,No,0,0,0,0,0,0,One year,1,Electronic check,67.15639627008576,4004.1823821167227,0
CUST000151,0,0,0,32,1,0,DSL,0,1,1,0,1,1,One year,1,Bank transfer,108.59604043885817,3503.3377445265132,0
CUST000152,0,1,1,52,1,0,DSL,0,0,0,0,1,0,One year,0,Mailed check,84.51533344301268,4404.330913707237,0
CUST000153,0,0,0,62,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,141.47822544068782,8814.976514028975,0
CUST000154,0,1,0,58,1,1,No,0,0,0,0,0,0,One year,1,Electronic check,65.55548813737984,3755.685618912407,0
CUST000155,1,0,1,52,1,0,DSL,0,1,1,0,1,1,One year,1,Bank transfer,115.92423148234786,6016.801412623881,1
CUST000156,0,0,0,12,1,1,No,0,0,0,0,0,0,Month-to-month,1,Credit card,57.18873648368154,672.6981340135383,0
CUST000157,0,1,0,39,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,48.46588543851932,1851.5564497811433,1
CUST000158,0,1,1,2,1,1,DSL,1,0,0,0,1,1,Month-to-month,1,Electronic check,111.29083807667391,201.06436037318065,0
CUST000159,0,1,0,3,1,1,Fiber optic,0,1,0,1,1,1,Two year,0,Credit card,149.30402694473975,398.22751809013266,0
CUST000160,0,0,1,56,1,1,DSL,1,0,1,0,1,0,Month-to-month,1,Electronic check,117.71003128499031,6623.9674825013035,0
CUST000161,0,1,0,59,1,0,Fiber optic,1,1,0,0,0,0,Two year,0,Mailed check,125.48751884690097,7373.095229257244,0
CUST000162,0,0,0,2,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Mailed check,128.8712228537617,296.9248492252033,0
CUST000163,0,0,1,2,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,146.11205451139136,296.8664213166853,1
CUST000164,0,1,0,54,1,0,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Bank transfer,142.459185146855,7694.637153873828,1
CUST000165,0,1,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,0,Credit card,51.84451459371573,4.145773380344167,0
CUST000166,0,0,1,19,1,0,DSL,0,0,1,0,1,1,Month-to-month,1,Mailed check,104.65666456327423,2005.387416615389,1
CUST000167,0,1,0,2,1,1,Fiber optic,0,1,1,0,1,0,One year,0,Bank transfer,138.80047114009756,313.8443880440861,0
CUST000168,0,0,0,53,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer,43.136105672227615,2308.0140608896827,1
CUST000169,0,0,1,44,1,0,Fiber optic,1,1,1,1,0,1,Month-to-month,1,Mailed check,165.95262018857736,7326.6747594819235,0
CUST000170,0,1,1,32,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,144.48633234466078,4673.029814838984,0
CUST000171,0,0,1,70,0,0,Fiber optic,0,1,1,1,0,0,One year,1,Bank transfer,101.8678884621447,7172.470623961676,1
CUST000172,1,1,0,32,1,1,No,0,0,0,0,0,0,One year,1,Mailed check,46.663446964151504,1489.6996005161961,0
CUST000173,0,1,0,68,1,1,Fiber optic,1,0,0,1,1,0,One year,1,Electronic check,134.11644514208206,9102.772967800402,0
CUST000174,0,1,0,55,1,1,Fiber optic,1,0,1,0,0,0,Two year,0,Credit card,124.58663783104389,6885.243176922947,0
CUST000175,0,1,0,56,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer,44.27994565403982,2527.616963707032,0
CUST000176,0,0,0,17,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Credit card,102.84506849580256,1765.44122400555,0
CUST000177,0,1,1,38,0,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,92.76806491910065,3503.6705444578324,1
CUST000178,0,0,0,24,1,0,Fiber optic,0,1,0,1,1,0,Month-to-month,0,Credit card,157.47913070532692,3792.27044942505,0
CUST000179,0,1,0,69,0,0,DSL,0,1,0,1,0,1,One year,1,Bank transfer,84.58123518682261,5793.040466957385,0
CUST000180,0,0,1,70,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Credit card,156.14286736143654,10935.464306573138,0
CUST000181,0,0,0,11,1,1,DSL,0,1,1,0,0,0,Month-to-month,1,Credit card,110.68868521036855,1212.9241142762912,0
CUST000182,1,1,0,16,0,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card,20.55635777017537,355.83573127414996,1
CUST000183,0,0,0,59,1,1,No,0,0,0,0,0,0,Two year,1,Credit card,54.342578621188224,3204.899275631072,0
CUST000184,1,0,0,70,0,0,DSL,0,0,1,1,1,0,Two year,0,Electronic check,83.02507914007792,5815.418121574146,0
CUST000185,1,0,1,3,1,0,DSL,1,1,0,0,0,1,Month-to-month,1,Bank transfer,111.09355184628372,381.4842764454306,0
CUST000186,0,1,0,20,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,132.0071765772189,2622.8969047163014,0
CUST000187,0,1,0,59,1,1,Fiber optic,0,0,1,1,0,1,Two year,0,Bank transfer,141.92027505205098,8368.063656608663,0
CUST000188,0,0,1,36,1,1,Fiber optic,1,1,1,0,0,0,Two year,1,Credit card,162.70307117052118,5891.603829753784,0
CUST000189,1,0,0,19,1,1,DSL,1,0,1,0,0,1,Month-to-month,0,Electronic check,112.45407642357131,2160.714398687514,0
CUST000190,0,0,1,67,1,1,DSL,0,1,0,1,0,1,Month-to-month,1,Bank transfer,111.89139663259529,7493.957633099741,0
CUST000191,0,1,1,19,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer,120.90427448675533,2249.233324795815,0
CUST000192,0,1,0,20,1,0,DSL,1,1,0,1,1,1,One year,1,Electronic check,103.45935347464945,2096.130655607301,0
CUST000193,1,1,1,71,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,131.3677874283012,9283.513461944685,0
CUST000194,0,1,0,52,0,0,Fiber optic,0,1,1,0,1,1,One year,0,Electronic check,109.77757246410529,5749.6451590219085,0
CUST000195,0,0,0,33,1,1,Fiber optic,0,1,0,0,1,0,Two year,0,Electronic check,126.99373667689801,4167.695838713954,0
CUST000196,0,1,0,40,1,0,Fiber optic,1,1,1,1,0,0,Two year,1,Bank transfer,145.3079257113658,5776.032661595662,0
CUST000197,0,1,0,39,1,1,Fiber optic,1,0,0,1,0,0,One year,0,Mailed check,132.68276258437976,5130.749351971674,0
CUST000198,0,0,0,1,1,0,DSL,1,1,0,0,0,1,One year,1,Electronic check,110.64729537055005,154.53749077936172,0
CUST000199,0,1,0,11,1,1,DSL,1,1,0,1,0,1,Month-to-month,0,Credit card,116.65671167417725,1238.6951432332278,0
CUST000200,0,1,0,57,1,1,Fiber optic,0,1,1,1,1,0,Two year,0,Bank transfer,144.49940264415844,8241.886813336056,0
CUST000201,0,0,1,50,1,0,Fiber optic,1,0,0,1,0,1,Month-to-month,0,Mailed check,125.26625334137157,6233.080602733611,1
CUST000202,0,0,0,23,1,0,Fiber optic,0,0,1,1,0,1,Two year,1,Electronic check,131.85207161380995,3064.1754837435637,0
CUST000203,0,0,0,31,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,0,Bank transfer,108.57041848049089,3331.161252953248,0
CUST000204,0,1,1,42,1,1,Fiber optic,1,0,0,0,0,0,Two year,1,Mailed check,111.28948421060696,4664.98770783814,0
CUST000205,0,0,1,7,1,0,DSL,1,0,0,1,1,1,Month-to-month,1,Bank transfer,114.67414377541891,780.4316882125196,0
